,participant_sgsc_8179191, participant_sgsc_10833550,participant_sgsc_8179201,participant_sgsc_8179203,participant_sgsc_11187547,participant_sgsc_8179325,participant_sgsc_8184557,participant_sgsc_8185307,participant_sgsc_8194183,participant_sgsc_8194293,participant_sgsc_8196697,participant_sgsc_8198461,participant_sgsc_8199981,participant_sgsc_11187479,participant_sgsc_8208299,participant_sgsc_8143511,participant_sgsc_8145435,participant_sgsc_8147667,participant_sgsc_8149627,participant_sgsc_8150103,participant_sgsc_8150621,participant_sgsc_8154361,participant_sgsc_8154379,participant_sgsc_8158119,participant_sgsc_8158169,participant_sgsc_8162493,participant_sgsc_8163687,participant_sgsc_8164165,participant_sgsc_8164189,participant_sgsc_8164629,participant_sgsc_8164917,participant_sgsc_8168401,participant_sgsc_8170269,participant_sgsc_8170449,participant_sgsc_8176603,participant_sgsc_8181075,participant_sgsc_8181131,participant_sgsc_8184621,participant_sgsc_8184657,participant_sgsc_8184717,participant_sgsc_8184761,participant_sgsc_8184841,participant_sgsc_8185081,participant_sgsc_8185473,participant_sgsc_8188425,participant_sgsc_8188437,participant_sgsc_8192177,participant_sgsc_8192969,participant_sgsc_8193367,participant_sgsc_8194445,participant_sgsc_8194455,participant_sgsc_8194487,participant_sgsc_8194599,participant_sgsc_8195329,participant_sgsc_8196591,participant_sgsc_8196593,participant_sgsc_8196659,participant_sgsc_8196663,participant_sgsc_8199887,participant_sgsc_8199905
2012-07-01 00:30:00,0.016437549333333332,0.023513629333333334,0.041525469333333336,0.24480194933333332,0.02415690933333333,0.018496045333333336,0.04782961333333333,0.022098413333333334,0.024285565333333335,0.02415690933333333,0.02904583733333333,0.022098413333333334,0.023642285333333332,0.04062487733333333,0.28429934133333334,0.026472717333333333,0.020039917333333334,0.018624701333333334,0.04178278133333333,0.019911261333333333,0.05413375733333333,0.02325631733333333,0.02248438133333333,0.028273901333333334,0.018882013333333333,0.035735949333333336,0.03406342133333334,0.020683197333333334,0.15036844533333332,0.02737330933333333,0.021069165333333334,0.021069165333333334,0.018624701333333334,0.03599326133333333,0.033420141333333334,0.02865986933333333,0.08681238133333331,0.02415690933333333,0.02750196533333333,0.02531481333333333,0.058765373333333336,0.02621540533333333,0.025572125333333334,0.026730029333333332,0.03046105333333333,0.03509266933333333,0.12823961333333334,0.048987517333333334,0.025572125333333334,0.03071836533333333,0.28790170933333337,0.02287034933333333,0.02904583733333333,0.061081181333333325,0.028788525333333332,0.02325631733333333,0.12489455733333334,0.08411060533333334,0.09375980533333332,0.04782961333333333
2012-07-01 01:00:00,0.016694861333333335,0.025057501333333333,0.034964013333333335,0.2134098853333333,0.04011025333333333,0.017338141333333335,0.04692902133333333,0.02325631733333333,0.021583789333333332,0.02415690933333333,0.03612191733333333,0.021069165333333334,0.022613037333333336,0.042812029333333335,0.28288412533333335,0.02660137333333333,0.020039917333333334,0.028788525333333332,0.040753533333333335,0.019139325333333332,0.04873020533333333,0.032133581333333334,0.022227069333333332,0.03393476533333333,0.019653949333333334,0.04319799733333333,0.030847021333333335,0.020425885333333334,0.14908188533333333,0.028917181333333333,0.024414221333333333,0.023513629333333334,0.018882013333333333,0.033806109333333334,0.027759277333333332,0.024800189333333333,0.06918650933333334,0.026987341333333335,0.02621540533333333,0.022227069333333332,0.03277686133333334,0.02415690933333333,0.019010669333333334,0.027630621333333334,0.027759277333333332,0.041139501333333335,0.05644956533333333,0.05220391733333333,0.019010669333333334,0.020168573333333335,0.03843772533333333,0.018882013333333333,0.024542877333333334,0.058894029333333334,0.026858685333333333,0.019782605333333335,0.12746767733333333,0.029560461333333333,0.08449657333333334,0.04757230133333333
2012-07-01 01:30:00,0.024542877333333334,0.025186157333333334,0.024671533333333332,0.21160870133333332,0.029817773333333332,0.017595453333333334,0.05490569333333333,0.02248438133333333,0.025958093333333335,0.02415690933333333,0.05027407733333333,0.021969757333333333,0.01875335733333333,0.04577111733333333,0.08025092533333333,0.02287034933333333,0.019911261333333333,0.07703452533333334,0.040238909333333336,0.020683197333333334,0.05773612533333333,0.026987341333333335,0.022098413333333334,0.036250573333333334,0.016566205333333334,0.045642461333333335,0.028273901333333334,0.021326477333333333,0.15126903733333336,0.02750196533333333,0.020425885333333334,0.020039917333333334,0.020297229333333333,0.03676519733333333,0.021841101333333335,0.032133581333333334,0.06301102133333333,0.024414221333333333,0.024671533333333332,0.02415690933333333,0.030589709333333333,0.025443469333333333,0.02287034933333333,0.026086749333333333,0.027115997333333332,0.048601549333333334,0.05747881333333333,0.04808692533333333,0.02287034933333333,0.024414221333333333,0.02660137333333333,0.024800189333333333,0.025829437333333333,0.03843772533333333,0.029817773333333332,0.023127661333333334,0.11511670133333333,0.02531481333333333,0.07909302133333333,0.045642461333333335
2012-07-01 02:00:00,0.023770941333333333,0.022227069333333332,0.025186157333333334,0.15692990133333332,0.02492884533333333,0.01875335733333333,0.042040093333333334,0.02248438133333333,0.021069165333333334,0.029689117333333334,0.04191143733333333,0.028917181333333333,0.025958093333333335,0.04422724533333333,0.022741693333333333,0.021712445333333334,0.020039917333333334,0.03367745333333333,0.04088218933333333,0.019139325333333332,0.045642461333333335,0.023127661333333334,0.021969757333333333,0.029303149333333334,0.021455133333333334,0.03933831733333333,0.029817773333333332,0.021455133333333334,0.16220479733333334,0.04229740533333333,0.023127661333333334,0.023513629333333334,0.020168573333333335,0.031618957333333336,0.022098413333333334,0.02492884533333333,0.06404026933333333,0.023642285333333332,0.02492884533333333,0.023513629333333334,0.03239089333333334,0.02531481333333333,0.024800189333333333,0.02737330933333333,0.02994642933333333,0.04873020533333333,0.046028429333333336,0.04384127733333333,0.024800189333333333,0.022227069333333332,0.026472717333333333,0.02325631733333333,0.020168573333333335,0.029689117333333334,0.029689117333333334,0.021455133333333334,0.13776015733333333,0.024542877333333334,0.07664855733333333,0.04770095733333333
2012-07-01 02:30:00,0.023513629333333334,0.023127661333333334,0.02081185333333333,0.13004079733333335,0.02621540533333333,0.017209485333333333,0.05220391733333333,0.021841101333333335,0.02660137333333333,0.10804062133333332,0.02943180533333333,0.019010669333333334,0.019653949333333334,0.04036756533333333,0.02994642933333333,0.024671533333333332,0.019911261333333333,0.01875335733333333,0.050531389333333336,0.020683197333333334,0.051431981333333335,0.031361645333333334,0.021841101333333335,0.02865986933333333,0.017080829333333332,0.04512783733333333,0.03483535733333333,0.020683197333333334,0.16645044533333334,0.03007508533333333,0.021969757333333333,0.020425885333333334,0.020168573333333335,0.03470670133333333,0.022227069333333332,0.027244653333333334,0.05606359733333333,0.023513629333333334,0.026086749333333333,0.022613037333333336,0.03149030133333333,0.024285565333333335,0.02287034933333333,0.028917181333333333,0.027115997333333332,0.043583965333333335,0.04911617333333333,0.05027407733333333,0.02287034933333333,0.022227069333333332,0.024028253333333333,0.019139325333333332,0.022098413333333334,0.028531213333333333,0.024800189333333333,0.025829437333333333,0.12180681333333332,0.027759277333333332,0.07201694133333332,0.04795826933333333
2012-07-01 03:00:00,0.023513629333333334,0.022741693333333333,0.02492884533333333,0.03920966133333333,0.02415690933333333,0.017338141333333335,0.041525469333333336,0.019653949333333334,0.02415690933333333,0.10765465333333332,0.03187626933333333,0.023127661333333334,0.018882013333333333,0.04384127733333333,0.028531213333333333,0.02801658933333333,0.019653949333333334,0.023127661333333334,0.048601549333333334,0.018496045333333336,0.04178278133333333,0.02621540533333333,0.021712445333333334,0.027630621333333334,0.019267981333333333,0.03818041333333333,0.03007508533333333,0.020554541333333332,0.08887087733333332,0.032133581333333334,0.022098413333333334,0.027630621333333334,0.020039917333333334,0.03676519733333333,0.021969757333333333,0.02943180533333333,0.05722150133333333,0.022741693333333333,0.025829437333333333,0.025700781333333332,0.03444938933333333,0.024028253333333333,0.02492884533333333,0.03432073333333333,0.026858685333333333,0.03856638133333333,0.04628574133333333,0.04551380533333333,0.02492884533333333,0.02415690933333333,0.022741693333333333,0.045642461333333335,0.022741693333333333,0.039081005333333335,0.02865986933333333,0.027630621333333334,0.09581830133333333,0.023384973333333333,0.07561930933333334,0.04770095733333333
2012-07-01 03:30:00,0.020297229333333333,0.02737330933333333,0.031747613333333334,0.041139501333333335,0.025443469333333333,0.019010669333333334,0.04216874933333333,0.022098413333333334,0.025443469333333333,0.10752599733333333,0.03470670133333333,0.035349981333333336,0.025829437333333333,0.04294068533333333,0.019396637333333334,0.022613037333333336,0.019396637333333334,0.04345530933333333,0.048987517333333334,0.020425885333333334,0.04577111733333333,0.024542877333333334,0.021841101333333335,0.028917181333333333,0.029560461333333333,0.039466973333333336,0.02750196533333333,0.020554541333333332,0.029174493333333332,0.023770941333333333,0.022227069333333332,0.027115997333333332,0.019010669333333334,0.033420141333333334,0.022098413333333334,0.023899597333333335,0.058765373333333336,0.021712445333333334,0.025700781333333332,0.02248438133333333,0.03432073333333333,0.02531481333333333,0.022613037333333336,0.03239089333333334,0.027630621333333334,0.040753533333333335,0.04628574133333333,0.04448455733333333,0.022613037333333336,0.020297229333333333,0.026344061333333335,0.023127661333333334,0.023642285333333332,0.04294068533333333,0.026987341333333335,0.021841101333333335,0.09247324533333333,0.025186157333333334,0.07098769333333334,0.04487052533333333
2012-07-01 04:00:00,0.016437549333333332,0.029174493333333332,0.032133581333333334,0.035864605333333334,0.02660137333333333,0.017209485333333333,0.04718633333333333,0.022227069333333332,0.02621540533333333,0.10662540533333333,0.031232989333333336,0.019653949333333334,0.019139325333333332,0.04178278133333333,0.020940509333333333,0.024542877333333334,0.019267981333333333,0.11949100533333333,0.040238909333333336,0.018496045333333336,0.05644956533333333,0.030203741333333332,0.021712445333333334,0.035349981333333336,0.022999005333333333,0.05207526133333333,0.032133581333333334,0.020683197333333334,0.02660137333333333,0.03046105333333333,0.020425885333333334,0.026472717333333333,0.018496045333333336,0.036636541333333335,0.021969757333333333,0.027887933333333333,0.056835533333333334,0.021583789333333332,0.024542877333333334,0.022355725333333333,0.03560729333333333,0.024285565333333335,0.025057501333333333,0.027887933333333333,0.029174493333333332,0.042040093333333334,0.04306934133333333,0.049373485333333335,0.025057501333333333,0.024800189333333333,0.02621540533333333,0.022613037333333336,0.02943180533333333,0.03972428533333333,0.025958093333333335,0.02248438133333333,0.09633292533333333,0.026086749333333333,0.07716318133333333,0.04718633333333333
2012-07-01 04:30:00,0.016437549333333332,0.026472717333333333,0.035478637333333334,0.07832108533333333,0.023899597333333335,0.017338141333333335,0.03110433333333333,0.022355725333333333,0.025186157333333334,0.10688271733333334,0.04191143733333333,0.030847021333333335,0.020039917333333334,0.042426061333333334,0.02737330933333333,0.022999005333333333,0.019010669333333334,0.11447342133333333,0.03856638133333333,0.02081185333333333,0.04667170933333333,0.026730029333333332,0.021583789333333332,0.03110433333333333,0.018496045333333336,0.04229740533333333,0.03071836533333333,0.021455133333333334,0.027759277333333332,0.023899597333333335,0.024414221333333333,0.019525293333333332,0.020039917333333334,0.03650788533333333,0.021969757333333333,0.025572125333333334,0.059794621333333325,0.022227069333333332,0.024285565333333335,0.025443469333333333,0.02943180533333333,0.02325631733333333,0.027759277333333332,0.02621540533333333,0.024542877333333334,0.04525649333333333,0.03805175733333333,0.04525649333333333,0.027759277333333332,0.021455133333333334,0.024542877333333334,0.022613037333333336,0.02287034933333333,0.03560729333333333,0.027887933333333333,0.021326477333333333,0.09466039733333333,0.026730029333333332,0.07317484533333334,0.04795826933333333
2012-07-01 05:00:00,0.019010669333333334,0.019911261333333333,0.031232989333333336,0.11691788533333333,0.026344061333333335,0.018238733333333333,0.034192077333333334,0.021969757333333333,0.023770941333333333,0.10662540533333334,0.03612191733333333,0.02621540533333333,0.08977146933333333,0.04499918133333333,0.030975677333333333,0.025443469333333333,0.020297229333333333,0.11357282933333332,0.040238909333333336,0.019010669333333334,0.05529166133333333,0.025057501333333333,0.021712445333333334,0.028145245333333332,0.018367389333333334,0.04770095733333333,0.030203741333333332,0.020425885333333334,0.028788525333333332,0.03303417333333333,0.020297229333333333,0.023127661333333334,0.020039917333333334,0.03303417333333333,0.022098413333333334,0.023384973333333333,0.05786478133333332,0.022227069333333332,0.025572125333333334,0.022227069333333332,0.033420141333333334,0.025057501333333333,0.02737330933333333,0.027630621333333334,0.029817773333333332,0.03843772533333333,0.03856638133333333,0.04628574133333333,0.02737330933333333,0.023127661333333334,0.023127661333333334,0.024671533333333332,0.022227069333333332,0.045642461333333335,0.024028253333333333,0.023513629333333334,0.08899953333333332,0.02750196533333333,0.07883570933333332,0.04782961333333333
